ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613210032
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:01:21
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19868901,-0.02107771,-0.24044275,0.06444049,0.01116084,-0.03918625,-0.06516622,0.09013146,-0.26084363,0.02433592,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:17.0,0,0
531,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.30319577,-0.15605332,-0.36264712,-0.03157565,-0.05910207,-0.12230760,-0.11809459,0.00266638,-0.33451843,-0.20612383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:17.0,0,0
532,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25225526,-0.04074033,-0.20488261,0.09952775,0.01718870,-0.00214809,-0.06578746,0.11763354,-0.22302011,-0.08067127,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:17.0,0,0
533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21577844,0.08112380,-0.12250716,0.18546475,0.06656075,0.04615544,-0.03627133,0.16055715,-0.20251429,-0.07122005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:17.0,0,0
534,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23763201,0.01269262,-0.18434954,0.14363110,0.04299251,-0.00718051,-0.04677688,0.12150702,-0.24708201,-0.18277481,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:18.0,0,0
535,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27058524,-0.11490499,-0.30127585,0.04297337,-0.01607531,-0.08745223,-0.08736271,0.03754339,-0.31235638,-0.28043613,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:18.0,0,0
536,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.35545784,-0.21795201,-0.32210517,0.01144244,-0.03400431,-0.10089236,-0.09083723,0.03626654,-0.27780294,-0.22959816,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:18.0,0,0
537,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11203709,0.13625117,-0.10213934,0.21620305,0.08645970,0.05445530,-0.02874734,0.16881575,-0.19648838,-0.16035305,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:18.0,0,0
538,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12338264,0.07566379,-0.14517683,0.15884188,0.07177835,0.01702929,-0.03542849,0.14142694,-0.22923002,-0.20031387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:18.0,0,0
539,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17971106,-0.06521945,-0.26822665,0.04039285,0.00594769,-0.07246055,-0.08112264,0.05422181,-0.29766607,-0.29488719,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:19.0,0,0
540,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.24006511,-0.18739071,-0.39154232,-0.06480385,-0.07253929,-0.15875918,-0.13024971,-0.03470627,-0.34908128,-0.38446987,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:19.0,0,0
541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04623434,0.12707049,-0.10931525,0.18757491,0.07678907,0.04172665,-0.04446862,0.15378070,-0.20608646,-0.19177620,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:19.0,0,0
542,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04086739,0.10788883,-0.11835495,0.23541625,0.07419287,0.02347412,-0.04696563,0.14539038,-0.23088965,-0.23169537,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:19.0,0,0
543,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08396798,-0.01706962,-0.23898378,0.12947054,0.00532070,-0.06577267,-0.08875278,0.06180798,-0.29628366,-0.31050837,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:19.0,0,0
544,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13946490,-0.13858753,-0.33512086,0.02664825,-0.05695539,-0.12760462,-0.12619685,-0.01162441,-0.31945878,-0.34459841,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:20.0,0,0
545,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06658199,0.19383691,-0.09280245,0.15846248,0.12777074,0.05693325,-0.00122555,0.21358427,-0.19215262,-0.13911933,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:20.0,0,0
546,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07222709,0.15737066,-0.12675653,0.11656542,0.11369715,0.03131976,-0.01123095,0.19374292,-0.21563333,-0.14733426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:20.0,0,0
547,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00673634,0.02424645,-0.26104999,-0.05329082,0.01312169,-0.06266280,-0.09479631,0.08418948,-0.28112593,-0.17201537,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:20.0,0,0
548,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08083653,-0.10174697,-0.37903988,-0.18125114,-0.04775058,-0.13933125,-0.13048553,0.01185559,-0.32441533,-0.20437743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:20.0,0,0
549,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13574445,0.23878174,-0.09432252,0.04797671,0.12031113,0.06963804,-0.01750301,0.22864492,-0.17218369,-0.01047574,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:21.0,0,0
550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11958495,0.20905063,-0.11398486,0.02317037,0.14253762,0.05005860,0.00955257,0.24421114,-0.19420144,-0.03240198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:21.0,0,0
551,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03899463,0.06473641,-0.24255840,-0.11226820,0.07786815,-0.04399873,-0.03076705,0.16486494,-0.26218972,-0.09143066,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:21.0,0,0
552,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05751176,-0.07171291,-0.36550075,-0.22048597,0.02899411,-0.12553859,-0.05137153,0.10599251,-0.32365435,-0.14788225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:21.0,0,0
553,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06702340,0.21077406,-0.10456713,-0.00588607,0.17637829,0.06353508,0.03851591,0.30276409,-0.16651452,0.12880069,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:21.0,0,0
554,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03894484,0.18473656,-0.10974680,0.01157710,0.17171286,0.05199946,0.04016604,0.29739591,-0.18665847,0.12302205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:22.0,0,0
555,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05680958,0.04564419,-0.22232297,-0.06772313,0.10886407,-0.03756191,0.00245228,0.22695395,-0.24943824,0.09500799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:22.0,0,0
556,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15451105,-0.09235445,-0.33863014,-0.15610006,0.03437151,-0.11682016,-0.04905810,0.13162273,-0.31859505,-0.02775137,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:22.0,0,0
557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00851034,0.17245109,-0.09481824,0.04111667,0.15982333,0.06123853,0.02814691,0.29866678,-0.17560560,0.13348967,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:22.0,0,0
558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01635039,0.14734843,-0.09546016,0.10202323,0.14563158,0.05095988,0.01393728,0.28020215,-0.19809842,0.05269806,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:22.0,0,0
559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10908461,0.00251879,-0.21021700,0.04079340,0.07107367,-0.03575422,-0.03164473,0.18498486,-0.26807302,-0.06573714,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:23.0,0,0
560,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21801773,-0.13664195,-0.33281296,-0.04940953,-0.01022065,-0.12109965,-0.09080101,0.08470005,-0.34052205,-0.23573728,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:23.0,0,0
561,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12942484,0.09890784,-0.09036623,0.16571203,0.10134225,0.05485131,-0.01935831,0.24373421,-0.19090763,-0.06733988,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:23.0,0,0
562,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04993875,0.13640355,-0.05682231,0.19690958,0.12151073,0.07128562,-0.01080044,0.25610057,-0.18491603,-0.07888831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:23.0,0,0
563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.07676417,0.02870320,-0.14678130,0.19016622,0.07684116,-0.00465070,-0.03125926,0.19436660,-0.24691162,-0.16212045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:23.0,0,0
564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10679452,-0.10056747,-0.28254992,0.05266567,0.01206359,-0.09196872,-0.07053009,0.10899841,-0.31344610,-0.22069480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:24.0,0,0
565,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08710101,-0.16076809,-0.25017616,0.03208536,0.01553069,-0.06449240,-0.06162468,0.14545612,-0.24538067,-0.09766877,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:24.0,0,0
566,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16333964,0.16794968,-0.06235930,0.21103570,0.13598503,0.06307048,0.01230253,0.26426843,-0.18144521,0.04594360,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:24.0,0,0
567,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15885571,0.10209277,-0.13415161,0.13187002,0.10833894,0.01156531,-0.00155936,0.22363061,-0.21773349,0.03745775,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:24.0,0,0
568,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04781806,-0.06198581,-0.27896422,-0.03202435,0.03994761,-0.08248581,-0.04176348,0.13383816,-0.29281291,-0.01532710,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:24.0,0,0
569,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05426773,-0.20305091,-0.42813513,-0.18966371,-0.02873284,-0.18791693,-0.08764466,0.04646069,-0.36965138,-0.14233415,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:25.0,0,0
570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04709888,0.05787201,-0.15205860,0.05187798,0.12201184,0.01668012,0.03146225,0.24539028,-0.20213082,0.21112263,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:25.0,0,0
571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02298577,0.04034920,-0.18318360,-0.01099715,0.11640926,-0.00954610,0.02694960,0.23743391,-0.22937307,0.14303306,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:25.0,0,0
572,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08370788,-0.11642750,-0.31686926,-0.11713346,0.06717224,-0.10352233,0.00991341,0.16546284,-0.30976266,-0.02796084,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:25.0,0,0
573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22434694,-0.26021981,-0.46842027,-0.26328155,-0.02064602,-0.20027572,-0.05392762,0.06154183,-0.38801822,-0.23296019,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:25.0,0,0
574,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12020992,-0.03388220,-0.19487417,0.01008782,0.10316332,-0.00923179,0.03069812,0.23104231,-0.23965472,-0.10530959,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:26.0,0,0
575,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09571926,-0.02969310,-0.19001806,0.07598072,0.12562208,-0.01910488,0.05404119,0.24764338,-0.26797909,-0.24572989,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:26.0,0,0
576,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17114361,-0.16573325,-0.31051207,-0.01050007,0.04307121,-0.10720921,-0.00209706,0.14381245,-0.34019709,-0.37040371,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:26.0,0,0
577,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21848992,-0.29226407,-0.43786156,-0.06343888,-0.03755673,-0.19554432,-0.05669045,0.04256195,-0.40684193,-0.45807177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:26.0,0,0
578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08501282,-0.11501551,-0.19750142,0.18811330,0.06360619,-0.02662240,0.01923108,0.20245658,-0.25514674,-0.17585458,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:26.0,0,0
579,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01371959,-0.03020523,-0.17529315,0.15409853,0.09134528,-0.01549933,0.03388472,0.22918120,-0.24862313,-0.09718897,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:27.0,0,0
580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02045894,-0.11635124,-0.28118470,0.01618314,0.03497413,-0.08646931,-0.01015931,0.15784177,-0.30525458,-0.05129857,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:27.0,0,0
581,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04922706,-0.25009948,-0.43291932,-0.15009189,-0.04667564,-0.18582612,-0.07263589,0.06007057,-0.37115955,-0.08040410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:27.0,0,0
582,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09022647,-0.26605031,-0.33847290,-0.18357868,0.03280430,-0.10616615,0.01442878,0.19418278,-0.26770496,0.20847981,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:27.0,0,0
583,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02986979,-0.04099523,-0.22613615,-0.06807730,0.10307419,-0.03373234,0.05618523,0.25449455,-0.23858146,0.23280770,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:27.0,0,0
584,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05210000,-0.11503579,-0.26211131,-0.04386003,0.08318692,-0.06878251,0.04720864,0.22172357,-0.28307757,0.11002845,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:28.0,0,0
585,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20822707,-0.25707340,-0.37509602,-0.06081517,0.03405520,-0.15237021,0.01843859,0.15469694,-0.34886426,0.02642646,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:28.0,0,0
586,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25061572,-0.27999046,-0.26648289,0.11094198,0.04756472,-0.07321390,0.02264647,0.21616995,-0.28392497,-0.05518395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:28.0,0,0
587,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15485716,-0.07780366,-0.16497307,0.25893313,0.09678440,-0.00828866,0.04514441,0.25777996,-0.26468688,-0.12312121,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:28.0,0,0
588,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17019299,-0.13284495,-0.20607549,0.27550235,0.07513099,-0.04151960,0.03212321,0.22428045,-0.30254686,-0.22032599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:28.0,0,0
589,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20718287,-0.25272685,-0.33396748,0.17882219,-0.00410571,-0.12925789,-0.02672864,0.12352456,-0.36094654,-0.28156495,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:29.0,0,0
590,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08143610,-0.15934600,-0.19736725,0.22925290,0.05842784,-0.01809582,0.01779820,0.22716223,-0.24852654,-0.03842808,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:29.0,0,0
591,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08234373,0.02173249,-0.12389227,0.25020167,0.13163152,0.03336579,0.06366344,0.28843486,-0.20630217,0.20821463,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:29.0,0,0
592,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02468848,-0.03971895,-0.20158170,0.08564851,0.11602624,-0.01896966,0.05635779,0.25437832,-0.24041513,0.29438674,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:29.0,0,0
593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06275606,-0.16509607,-0.30743343,-0.00267758,0.06049882,-0.09306723,0.01885493,0.17565608,-0.29939845,0.25913000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:29.0,0,0
594,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14365445,-0.12091308,-0.17810720,0.10158607,0.13765401,0.00704350,0.08068235,0.29127115,-0.19459090,0.45877534,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:30.0,0,0
595,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08225241,0.03427804,-0.07713735,0.23891753,0.21500497,0.06872215,0.12869883,0.35628122,-0.17501596,0.39418733,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:30.0,0,0
596,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16346201,-0.02891574,-0.10495993,0.31484923,0.19671497,0.03583746,0.11269574,0.32396537,-0.21837673,0.15376908,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:30.0,0,0
597,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25096938,-0.14703311,-0.21494225,0.22803333,0.13476324,-0.04095764,0.06623739,0.24448465,-0.28259963,0.05250625,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:30.0,0,0
598,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13863382,0.02203821,-0.04736300,0.38879099,0.20537519,0.08310305,0.11004212,0.34411228,-0.17495073,0.15237461,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:30.0,0,0
599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02431798,0.09138416,-0.00983259,0.39528173,0.22191387,0.10308035,0.10637984,0.34106779,-0.16159481,0.13341948,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:31.0,0,0
600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00854769,0.03973748,-0.08881330,0.28495952,0.19117054,0.04524055,0.08698093,0.29240519,-0.20288834,0.19376743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:31.0,0,0
601,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06990276,-0.07798813,-0.21731804,0.10910213,0.12956174,-0.04078734,0.04525639,0.21256848,-0.25377083,0.28022450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:31.0,0,0
602,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07515515,0.16981612,0.01537643,0.30075619,0.24770403,0.13086644,0.10985750,0.36160111,-0.10503641,0.61077005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:31.0,0,0
603,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05831042,0.16796431,0.00527349,0.28755599,0.26889423,0.11794908,0.12411384,0.36771733,-0.12367882,0.50293016,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:31.0,0,0
604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09546171,0.03150551,-0.09654698,0.22813310,0.22177844,0.03773621,0.09955673,0.29761019,-0.18665847,0.43178761,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:32.0,0,0
605,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.24046139,-0.11016065,-0.17520581,0.21869779,0.15206176,-0.02185279,0.05790600,0.22246818,-0.22008243,0.27725458,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:03:32.0,0,0
