ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212728
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:28:13
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.99695510,0.63816947,0.53098071,0.53161681,0.54289377,0.38555357,0.30126965,0.64498043,0.34698454,0.76778483,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:09.0,0,0
534,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.78704667,0.47039813,0.37782094,0.37275016,0.47432977,0.26914242,0.25922737,0.53759199,0.22756155,0.60658783,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:10.0,0,0
535,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.75760549,0.35703290,0.23755372,0.22550005,0.39331537,0.16623287,0.20100275,0.42108822,0.12471150,0.42924330,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:10.0,0,0
536,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.95794660,0.65549958,0.53447968,0.49421740,0.56865555,0.38617700,0.34022024,0.68522459,0.36502066,0.76781762,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:10.0,0,0
537,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.89391202,0.56034189,0.50340015,0.46394292,0.57848144,0.36279780,0.34973082,0.67903590,0.31055629,0.65100962,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:10.0,0,0
538,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.93966389,0.43738732,0.33363801,0.32223484,0.50553459,0.23560221,0.30631930,0.56082410,0.18653937,0.39544782,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:10.0,0,0
539,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.69307023,0.28713331,0.21149704,0.17483331,0.43601948,0.15057208,0.26090938,0.48269397,0.14720988,0.32898644,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:11.0,0,0
540,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.84596795,0.58380359,0.52470523,0.48821747,0.61358136,0.38204938,0.40116158,0.73548728,0.33412960,0.53225023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:11.0,0,0
541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77595764,0.50060618,0.45619011,0.42384553,0.62149745,0.33705011,0.40998298,0.70641261,0.26391575,0.36136630,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:11.0,0,0
542,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.76344448,0.37659404,0.32144400,0.35854676,0.49601042,0.23140118,0.31121764,0.55156547,0.16171162,0.17260712,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:11.0,0,0
543,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.72734869,0.35504580,0.43855348,0.42822990,0.57306004,0.31646526,0.38164541,0.69607997,0.31182912,0.42751789,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:11.0,0,0
544,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.96058822,0.58080304,0.54842830,0.61103666,0.63787252,0.38048568,0.42254165,0.74519849,0.29690018,0.25939441,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:12.0,0,0
545,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.92908949,0.49113002,0.43973407,0.55647486,0.60441059,0.31640407,0.39254391,0.67440200,0.22274287,0.23423444,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:12.0,0,0
546,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00409472,0.39093521,0.30201110,0.43239313,0.54041368,0.21277608,0.34691179,0.57997227,0.11733246,0.02314496,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:12.0,0,0
547,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.18334126,0.61018056,0.57292777,0.62099957,0.63788307,0.42616081,0.41375777,0.78398460,0.33547524,0.22042012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:12.0,0,0
548,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.19720435,0.57429767,0.48802492,0.59090286,0.61725706,0.35715818,0.39713192,0.72040725,0.26902452,0.09109207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:12.0,0,0
549,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.17819977,0.49000853,0.39370751,0.53511679,0.53608447,0.28511792,0.32446894,0.59961289,0.19530198,0.21596210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:13.0,0,0
550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.14425564,0.40088090,0.26645127,0.41282433,0.42264688,0.19171265,0.22681148,0.44717318,0.10955681,-0.00278095,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:13.0,0,0
551,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.31491017,0.65380931,0.54929495,0.72449249,0.54136324,0.40421242,0.31390581,0.63634604,0.30992371,0.27585211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:13.0,0,0
552,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.30722475,0.61032784,0.50188410,0.66790080,0.50248188,0.36638665,0.27222374,0.57200044,0.26002762,0.27558252,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:13.0,0,0
553,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.23963523,0.48201442,0.32644808,0.50990885,0.42411268,0.25403705,0.21225433,0.45178273,0.15542069,0.21378265,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:13.0,0,0
554,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.33601058,0.69421655,0.59637815,0.71012598,0.52948314,0.45864683,0.28923064,0.63756990,0.38459232,0.80013621,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:14.0,0,0
555,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.24891436,0.63888216,0.50467700,0.60752058,0.53670067,0.39172393,0.29592785,0.61696821,0.34099445,0.90919280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:14.0,0,0
556,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.09955502,0.52711481,0.40149018,0.48022687,0.51411307,0.32099172,0.28869820,0.56136161,0.25091240,0.81839418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:14.0,0,0
557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.09586859,0.45123535,0.36035034,0.38337183,0.51564199,0.29142219,0.29888180,0.59228480,0.29733667,0.99579775,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:14.0,0,0
558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.25722647,0.74773324,0.58829647,0.65437216,0.68125558,0.47345614,0.42029473,0.78481102,0.39365581,0.97971791,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:14.0,0,0
559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.09995854,0.64692098,0.51275086,0.53659314,0.69057238,0.41430783,0.43361020,0.77375317,0.32963985,0.74505562,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:15.0,0,0
560,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.05003035,0.52214962,0.38617063,0.39995632,0.64031565,0.31952396,0.41226238,0.70067334,0.22182302,0.35578594,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:15.0,0,0
561,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.17140651,0.81799084,0.66009903,0.64871472,0.81211996,0.53439194,0.54547215,0.95318902,0.43849328,0.46424359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:15.0,0,0
562,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.10404778,0.74406409,0.62765914,0.63724923,0.84810334,0.50838095,0.57234460,0.97071636,0.40884498,0.24904852,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:15.0,0,0
563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.02218032,0.62462205,0.51586443,0.52967000,0.80666900,0.41898897,0.54769099,0.89121479,0.30269367,0.03457633,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:15.0,0,0
564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.82763553,0.49714392,0.42053804,0.51579654,0.69851857,0.33335763,0.46056077,0.75753713,0.24865693,-0.03766935,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:16.0,0,0
565,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.15286732,0.86877340,0.74443388,0.90398711,0.85074753,0.58320785,0.56279057,0.98441225,0.48181087,0.23450117,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:16.0,0,0
566,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.27700067,0.83282179,0.68853641,0.86677778,0.82314980,0.53220826,0.53656149,0.91640174,0.41998896,0.28628734,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:16.0,0,0
567,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.22360539,0.68402892,0.56780994,0.78050745,0.67229712,0.43557656,0.40903822,0.72809416,0.32516542,0.34718359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:16.0,0,0
568,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.33727884,0.65736240,0.61830205,0.78129703,0.62615538,0.46677646,0.36692345,0.72665054,0.45034936,0.62504512,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:16.0,0,0
569,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.59295940,0.97932953,0.72362357,0.85156417,0.74120331,0.56682712,0.45378348,0.83911955,0.48635554,0.69910783,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:17.0,0,0
570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.56913543,0.87861532,0.64516038,0.77063668,0.69475216,0.50313681,0.40859830,0.76260203,0.40947002,0.61074346,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:17.0,0,0
571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.59208882,0.75413400,0.50873411,0.58501834,0.63280028,0.39772594,0.36585993,0.66887784,0.31718591,0.50284845,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:17.0,0,0
572,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.51350164,0.63185346,0.48225001,0.50051993,0.58600235,0.37643948,0.33030742,0.66325057,0.38803339,0.70297354,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:17.0,0,0
573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.80870354,1.00343418,0.67809886,0.68294907,0.72825044,0.53483748,0.43491527,0.83574402,0.47473827,0.81476170,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:17.0,0,0
574,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.62422204,0.88023669,0.57646662,0.49789384,0.70496458,0.46263519,0.41945043,0.79285884,0.40935996,0.71845460,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:18.0,0,0
575,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.54275954,0.72222787,0.43946746,0.30694610,0.64145201,0.35251328,0.37132972,0.69653583,0.28893694,0.49080878,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:18.0,0,0
576,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.54134405,0.60981959,0.30078936,0.17072847,0.59565490,0.24929403,0.35874370,0.62710869,0.18653937,0.37127274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:18.0,0,0
577,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.49461341,0.90828627,0.59861547,0.51917464,0.73109853,0.46029606,0.44964567,0.86658138,0.42226726,0.57941091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:18.0,0,0
578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.32352400,0.80312234,0.55379426,0.40379548,0.74726105,0.42911914,0.46711260,0.87030828,0.37837532,0.43572679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:18.0,0,0
579,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.02403021,0.61688137,0.40608171,0.21023369,0.69930005,0.32403335,0.42722052,0.77832556,0.26083082,0.13321395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:19.0,0,0
580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.97862303,0.51511592,0.28909189,0.10271467,0.62307358,0.24339938,0.37231633,0.67021579,0.16816168,-0.08971976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:19.0,0,0
581,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.04604578,0.75517029,0.57783216,0.39045015,0.72944880,0.44725081,0.45378423,0.86758977,0.37154663,0.05446318,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:19.0,0,0
582,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.05993056,0.68403083,0.51728225,0.45162228,0.72156876,0.40329477,0.44278169,0.81642276,0.33213243,-0.03359303,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:19.0,0,0
583,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.05421746,0.57994705,0.43334666,0.45607540,0.69318491,0.32937253,0.43045831,0.74748921,0.23262848,-0.15110090,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:19.0,0,0
584,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.03591788,0.48196924,0.33569178,0.39106205,0.60960919,0.25568867,0.36814803,0.62532157,0.14606196,-0.25188488,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:20.0,0,0
585,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.23769748,0.67934042,0.59726381,0.62376189,0.69221747,0.45263448,0.43465504,0.79653156,0.35432851,-0.09066384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:20.0,0,0
586,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.31727803,0.67772198,0.53793871,0.61892563,0.70266819,0.40971795,0.44410613,0.75485307,0.31150892,-0.12714666,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:20.0,0,0
587,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.32685840,0.58175504,0.43686330,0.50412011,0.62714750,0.33457372,0.38097695,0.63475019,0.20822217,-0.44598007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:20.0,0,0
588,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.25835717,0.49192661,0.31513381,0.33024704,0.53590947,0.25892583,0.30696985,0.51072085,0.12455283,-0.53974205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:20.0,0,0
589,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45112574,0.72453552,0.57471764,0.52592975,0.63006592,0.45807251,0.37625787,0.68679345,0.34603804,-0.09958635,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:21.0,0,0
590,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.36518025,0.66030580,0.49728954,0.45140186,0.65156716,0.40870661,0.39255166,0.66239887,0.31501192,0.20684895,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:21.0,0,0
591,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45722234,0.58428341,0.38742384,0.35512063,0.60503477,0.32825243,0.36162901,0.58229756,0.21794827,0.02420042,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:21.0,0,0
592,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45415664,0.49907494,0.26844427,0.22819187,0.52430934,0.24403538,0.29630136,0.47354349,0.15593378,0.34707171,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:21.0,0,0
593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.49051774,0.75435197,0.53861237,0.46474153,0.68997037,0.45210552,0.42730582,0.71570224,0.37976310,0.83419186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:21.0,0,0
594,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.51029980,0.69367033,0.50611991,0.41914594,0.71107882,0.43247065,0.43821973,0.72022521,0.34573552,0.88451207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:22.0,0,0
595,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.35085416,0.55787253,0.34580123,0.20165175,0.65520215,0.32085031,0.40315500,0.62961000,0.24297406,0.73264527,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:22.0,0,0
596,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.19221890,0.44542152,0.30359784,0.19757563,0.60233319,0.27468097,0.37094402,0.59197611,0.26208672,0.70049614,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:22.0,0,0
597,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.29521310,0.72318441,0.56636089,0.46223828,0.80899698,0.47749779,0.53076190,0.84246367,0.38463819,0.66820884,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:22.0,0,0
598,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.18312013,0.64372736,0.50223011,0.40769601,0.80887508,0.43060645,0.53520918,0.83034772,0.31332466,0.34825471,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:22.0,0,0
599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.04069054,0.50555265,0.38479349,0.35703453,0.73941225,0.32992685,0.48794189,0.73413849,0.21277055,-0.03360679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:23.0,0,0
600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.95611143,0.44809231,0.45921656,0.45132825,0.72030187,0.38075650,0.46969008,0.77491492,0.33064991,-0.00660919,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:23.0,0,0
601,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.20609057,0.74243319,0.61324018,0.72055990,0.80380601,0.49858189,0.52595961,0.85346830,0.36971921,-0.11158990,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:23.0,0,0
602,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.25044394,0.67961895,0.56770706,0.73822534,0.75507379,0.45425779,0.48116544,0.77204674,0.29806313,-0.33056846,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:23.0,0,0
603,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.28018498,0.57142413,0.44209379,0.62171400,0.64045471,0.36132118,0.38710648,0.63004965,0.22874963,-0.21111928,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:23.0,0,0
604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.35811841,0.70753002,0.65269202,0.77588344,0.70642012,0.52340853,0.43313631,0.77552766,0.42950177,0.19369498,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:24.0,0,0
605,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.38684142,0.76598215,0.62486970,0.75311631,0.70174962,0.50635320,0.43068475,0.74289382,0.39900881,0.39234018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:24.0,0,0
606,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.47731495,0.69936615,0.52256405,0.58440840,0.66693753,0.43687436,0.40092686,0.67333883,0.33319938,0.46574759,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:24.0,0,0
607,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.21497083,0.55037099,0.37754184,0.37404603,0.61642492,0.33974463,0.37027523,0.60871750,0.25145712,0.48961923,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:24.0,0,0
608,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39138794,0.80457044,0.63718325,0.57837999,0.76147765,0.54447258,0.48672181,0.85504299,0.45817804,0.74603951,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:24.0,0,0
609,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.37155771,0.73629791,0.57229102,0.55954391,0.77911782,0.49601379,0.50225109,0.85405630,0.41264772,0.49350494,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:25.0,0,0
610,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00117528,0.57596159,0.48494458,0.49310896,0.73676586,0.42737576,0.47126031,0.78184956,0.31076416,0.06436393,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:25.0,0,0
611,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.89085686,0.46281910,0.37279233,0.45196658,0.66548967,0.33182123,0.42715919,0.68486142,0.21450941,-0.21918568,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:30:25.0,0,0
